2025-11-05 10:35:28,Form_28.9%,0.29
2025-11-05 10:35:29,Form_49.8%,0.5
2025-11-05 10:35:30,Form_49.2%,0.49
2025-11-05 10:35:31,Form_50.6%,0.51
2025-11-05 10:35:32,Form_50.2%,0.5
2025-11-05 10:35:33,Form_47.6%,0.48
2025-11-05 10:35:34,Form_49.8%,0.5
2025-11-05 10:35:35,Form_43.2%,0.43
2025-11-05 10:35:36,Form_24.6%,0.25
2025-11-05 10:35:37,Form_24.9%,0.25
2025-11-05 10:35:38,Form_49.3%,0.49
2025-11-05 10:35:40,Form_48.1%,0.48
2025-11-05 10:35:41,Form_48.3%,0.48
2025-11-05 10:35:42,Form_24.3%,0.24
2025-11-05 10:35:43,Form_50.2%,0.5
2025-11-05 10:35:44,Form_29.0%,0.29
2025-11-05 10:35:45,Form_43.8%,0.44
2025-11-05 10:35:46,Form_44.8%,0.45
2025-11-05 10:35:47,Form_44.3%,0.44
2025-11-05 10:35:48,Form_42.0%,0.42
2025-11-05 10:35:49,Form_37.9%,0.38
2025-11-05 10:35:50,Form_44.3%,0.44
2025-11-05 10:35:51,Form_49.2%,0.49
2025-11-05 10:35:52,Form_51.8%,0.52
2025-11-05 10:35:53,Form_30.4%,0.3
2025-11-05 10:35:54,Form_30.3%,0.3
2025-11-05 10:35:55,Form_16.9%,0.17
2025-11-05 10:35:56,Form_24.8%,0.25
2025-11-05 10:35:57,Form_50.0%,0.5
2025-11-05 10:35:59,Form_46.6%,0.47
2025-11-05 10:36:00,Form_42.3%,0.42
2025-11-05 10:36:01,Form_48.6%,0.49
2025-11-05 10:36:02,Form_43.5%,0.43
2025-11-05 10:36:03,Form_43.8%,0.44
2025-11-05 10:36:04,Form_47.8%,0.48
2025-11-05 10:36:05,Form_47.8%,0.48
2025-11-05 10:36:06,Form_33.2%,0.33
2025-11-05 10:36:07,Form_33.2%,0.33
2025-11-05 10:36:08,Form_33.7%,0.34
2025-11-05 10:36:09,Form_29.7%,0.3
2025-11-05 10:36:10,Form_36.8%,0.37
2025-11-05 10:36:11,Form_24.9%,0.25
2025-11-05 10:36:12,Form_24.3%,0.24
2025-11-05 10:36:13,Form_34.0%,0.34
2025-11-05 10:36:14,Form_42.2%,0.42
2025-11-05 10:36:15,Form_42.5%,0.42
2025-11-05 10:36:16,Form_41.5%,0.42
2025-11-05 10:36:17,Form_25.0%,0.25
2025-11-10 10:15:35,Form_52.5%,0.52
2025-11-10 10:15:36,Form_50.2%,0.5
2025-11-10 10:15:37,Form_51.3%,0.51
2025-11-10 10:15:38,Form_23.7%,0.24
2025-11-10 10:15:39,Form_27.6%,0.28
2025-11-10 10:15:40,Form_44.9%,0.45
2025-11-10 10:15:41,Form_30.7%,0.31
2025-11-10 10:15:42,Form_52.9%,0.53
2025-11-10 10:15:43,Form_52.3%,0.52
2025-11-10 10:15:44,Form_45.3%,0.45
2025-11-10 10:15:45,Form_47.8%,0.48
2025-11-10 10:15:46,Form_45.4%,0.45
2025-11-10 10:15:47,Form_49.6%,0.5
2025-11-10 10:15:48,Form_42.2%,0.42
2025-11-10 10:15:49,Form_37.1%,0.37
2025-11-10 10:15:50,Form_34.1%,0.34
2025-11-10 10:15:53,Form_53.7%,0.54
2025-11-10 10:15:54,Form_14.3%,0.14
2025-11-10 10:15:55,Form_21.7%,0.22
2025-11-10 10:15:56,Form_27.9%,0.28
2025-11-10 10:15:57,Form_28.2%,0.28
2025-11-10 10:15:58,Form_45.2%,0.45
2025-11-10 10:15:59,Form_36.8%,0.37
2025-11-10 10:16:00,Form_24.2%,0.24
2025-11-10 10:16:01,Form_37.3%,0.37
2025-11-10 10:16:02,Form_50.2%,0.5
2025-11-10 10:16:03,Form_24.5%,0.24
2025-11-10 10:16:04,Form_28.7%,0.29
2025-11-10 10:16:05,Form_21.3%,0.21
2025-11-10 10:16:06,Form_23.4%,0.23
2025-11-10 10:16:07,Form_24.9%,0.25
2025-11-10 10:16:08,Form_42.8%,0.43
2025-11-10 10:16:10,Form_38.1%,0.38
2025-11-10 10:16:11,Form_32.6%,0.33
2025-11-10 10:16:12,Form_30.6%,0.31
2025-11-10 10:16:13,Form_19.2%,0.19
2025-11-10 10:16:14,Form_22.0%,0.22
2025-11-10 10:16:15,Form_18.2%,0.18
2025-11-10 10:16:17,Form_12.4%,0.12
2025-11-10 10:16:19,Form_16.4%,0.16
2025-11-10 10:16:20,Form_15.0%,0.15
2025-11-10 10:16:21,Form_16.9%,0.17
2025-11-10 10:16:22,Form_19.1%,0.19
2025-11-10 10:16:24,Form_77.6%,0.78
2025-11-10 10:16:26,Form_74.7%,0.75
2025-11-10 10:16:37,Form_16.6%,0.17
2025-11-10 10:16:38,Form_20.8%,0.21
2025-11-10 10:16:40,Form_0.4%,0.0
2025-11-10 10:16:41,Form_70.3%,0.7
2025-11-10 10:16:42,Form_42.2%,0.42
2025-11-10 10:16:43,Form_32.0%,0.32
2025-11-10 10:16:44,Form_23.1%,0.23
2025-11-10 10:16:45,Form_45.0%,0.45
2025-11-10 10:16:46,Form_49.5%,0.49
2025-11-10 10:16:47,Form_52.4%,0.52
2025-11-20 11:55:24,Form_21.9%,0.22
2025-11-20 11:55:25,Form_21.0%,0.21
2025-11-20 11:55:26,Form_41.4%,0.41
2025-11-20 11:55:54,Form_21.0%,0.21
2025-11-20 11:55:55,Form_44.9%,0.45
2025-11-20 11:55:56,Form_39.0%,0.39
2025-11-20 11:55:57,Form_37.0%,0.37
2025-11-20 11:55:58,Form_44.1%,0.44
2025-11-20 11:55:59,Form_36.5%,0.37
2025-11-20 11:56:00,Form_35.0%,0.35
2025-11-20 11:56:01,Form_41.6%,0.42
2025-11-20 11:56:02,Form_32.2%,0.32
2025-11-20 11:56:03,Form_49.7%,0.5
2025-11-20 11:56:04,Form_49.0%,0.49
2025-11-20 11:56:05,Form_49.7%,0.5
2025-11-20 11:56:06,Form_49.3%,0.49
2025-11-20 11:56:07,Form_48.5%,0.48
2025-11-20 11:56:08,Form_56.5%,0.56
2025-11-20 11:56:09,Form_43.9%,0.44
2025-11-20 11:56:10,Form_48.1%,0.48
2025-11-20 11:56:12,Form_47.8%,0.48
2025-11-20 11:56:13,Form_52.2%,0.52
2025-11-20 11:56:14,Form_55.9%,0.56
2025-11-20 11:56:15,Form_43.7%,0.44
2025-11-20 11:56:16,Form_42.6%,0.43
2025-11-20 11:56:17,Form_42.9%,0.43
2025-11-20 11:56:18,Form_41.6%,0.42
2025-11-20 11:56:19,Form_40.9%,0.41
2025-11-20 11:56:20,Form_52.4%,0.52
2025-11-20 11:56:21,Form_36.3%,0.36
2025-11-20 11:56:22,Form_31.8%,0.32
2025-11-20 11:56:23,Form_33.4%,0.33
2025-11-20 11:56:24,Form_45.6%,0.46
2025-11-20 11:56:25,Form_47.0%,0.47
2025-11-20 11:56:26,Form_45.8%,0.46
2025-11-20 11:56:28,Form_45.7%,0.46
2025-11-20 11:56:29,Form_45.6%,0.46
2025-11-20 11:56:30,Form_45.8%,0.46
2025-11-20 11:56:31,Form_40.7%,0.41
2025-11-20 11:56:32,Form_54.5%,0.55
2025-11-20 11:56:33,Form_52.8%,0.53
2025-11-20 11:56:34,Form_47.4%,0.47
2025-11-20 11:56:35,Form_54.6%,0.55
2025-11-20 11:56:36,Form_49.6%,0.5
2025-12-05 10:31:17,Form_6.4%,0.06
2025-12-05 10:31:18,Form_19.2%,0.19
2025-12-05 10:31:19,Form_50.8%,0.51
2025-12-05 10:31:20,Form_39.3%,0.39
2025-12-05 10:31:21,Form_45.4%,0.45
2025-12-05 10:31:22,Form_22.0%,0.22
2025-12-05 10:31:23,Form_15.4%,0.15
2025-12-05 10:31:24,Form_10.5%,0.11
2025-12-05 10:31:26,Form_43.9%,0.44
2025-12-05 10:31:27,Form_27.6%,0.28
2025-12-05 10:31:28,Form_46.3%,0.46
2025-12-05 10:31:29,Form_4.7%,0.05
2025-12-05 10:31:30,Form_48.0%,0.48
2025-12-05 10:31:31,Form_48.1%,0.48
2025-12-05 10:31:32,Form_48.9%,0.49
2025-12-05 10:31:33,Form_40.7%,0.41
2025-12-05 10:31:34,Form_45.9%,0.46
2025-12-05 10:31:35,Form_46.3%,0.46
2025-12-05 10:31:36,Form_47.6%,0.48
2025-12-05 10:31:37,Form_45.4%,0.45
2025-12-05 10:31:38,Form_47.2%,0.47
2025-12-05 10:31:39,Form_49.5%,0.49
2025-12-05 10:31:40,Form_49.8%,0.5
2025-12-05 10:31:41,Form_26.6%,0.27
2025-12-05 10:31:42,Form_53.5%,0.54
2025-12-05 10:31:43,Form_34.3%,0.34
2025-12-05 10:31:44,Form_28.4%,0.28
2025-12-05 10:31:45,Form_47.3%,0.47
2025-12-05 10:31:46,Form_47.7%,0.48
2025-12-05 10:31:47,Form_43.7%,0.44
2025-12-05 10:31:48,Form_20.2%,0.2
2025-12-05 10:31:49,Form_46.7%,0.47
2025-12-05 10:31:50,Form_27.7%,0.28
2025-12-05 10:31:51,Form_14.6%,0.15
2025-12-05 10:31:52,Form_34.6%,0.35
2025-12-05 10:31:53,Form_49.5%,0.49
2025-12-05 10:31:54,Form_40.9%,0.41
2025-12-05 10:31:56,Form_22.4%,0.22
2025-12-05 10:31:57,Form_33.3%,0.33
2025-12-05 10:31:58,Form_44.4%,0.44
2025-12-05 10:31:59,Form_25.0%,0.25
2025-12-05 10:32:00,Form_28.8%,0.29
2025-12-05 10:32:01,Form_13.6%,0.14
2025-12-05 10:32:02,Form_52.5%,0.52
2025-12-05 10:32:03,Form_49.4%,0.49
2025-12-05 10:32:04,Form_43.4%,0.43
2025-12-05 10:32:05,Form_42.2%,0.42
2025-12-05 10:32:06,Form_48.1%,0.48
2025-12-05 10:32:07,Form_53.4%,0.53
2025-12-05 10:32:08,Form_46.7%,0.47
2025-12-05 10:32:09,Form_41.5%,0.42
2025-12-05 10:32:10,Form_36.9%,0.37
2025-12-05 10:32:12,Form_42.6%,0.43
2025-12-05 10:32:13,Form_19.7%,0.2
2025-12-05 10:32:14,Form_15.2%,0.15
2025-12-05 10:32:15,Form_24.8%,0.25
2025-12-05 10:32:16,Form_23.6%,0.24
2025-12-05 10:32:17,Form_24.1%,0.24
2025-12-05 10:32:18,Form_16.8%,0.17
2025-12-05 10:32:19,Form_36.8%,0.37
2025-12-05 10:32:20,Form_32.1%,0.32
2025-12-05 10:32:21,Form_38.9%,0.39
2025-12-05 10:32:22,Form_21.5%,0.22
2025-12-05 10:32:23,Form_38.5%,0.39
2025-12-05 10:32:24,Form_38.4%,0.38
2025-12-05 10:32:25,Form_38.2%,0.38
2025-12-05 11:01:11,Form_47.4%,0.47
2025-12-05 11:01:12,Form_29.5%,0.29
2025-12-05 11:01:13,Form_40.0%,0.4
2025-12-05 11:01:14,Form_19.4%,0.19
2025-12-05 11:01:15,Form_55.7%,0.56
2025-12-05 11:01:16,Form_50.7%,0.51
2025-12-05 11:01:17,Form_48.8%,0.49
2025-12-05 11:01:18,Form_49.1%,0.49
2025-12-05 11:01:19,Form_48.0%,0.48
2025-12-05 11:01:20,Form_29.0%,0.29
2025-12-05 11:01:21,Form_25.4%,0.25
2025-12-05 11:01:22,Form_30.3%,0.3
2025-12-05 11:01:23,Form_38.2%,0.38
2025-12-05 11:01:24,Form_22.7%,0.23
2025-12-05 11:01:25,Form_24.0%,0.24
2025-12-05 11:01:26,Form_26.6%,0.27
2025-12-05 11:01:27,Form_20.0%,0.2
2025-12-05 11:01:28,Form_34.8%,0.35
2025-12-05 11:01:29,Form_32.3%,0.32
2025-12-05 11:01:30,Form_46.8%,0.47
2025-12-05 11:01:31,Form_20.5%,0.21
2025-12-05 11:01:32,Form_50.0%,0.5
2025-12-05 11:01:33,Form_43.1%,0.43
2025-12-05 11:01:34,Form_24.9%,0.25
2025-12-05 11:01:35,Form_26.3%,0.26
2025-12-05 11:01:36,Form_46.8%,0.47
2025-12-05 11:01:37,Form_43.7%,0.44
2025-12-05 11:01:38,Form_28.9%,0.29
2025-12-05 11:01:39,Form_28.6%,0.29
2025-12-05 11:01:40,Form_25.8%,0.26
2025-12-05 11:01:42,Form_20.7%,0.21
2025-12-05 11:01:43,Form_21.0%,0.21
2025-12-05 11:01:44,Form_28.5%,0.28
2025-12-05 11:01:45,Form_28.8%,0.29
2025-12-05 11:01:46,Form_31.6%,0.32
2025-12-05 11:01:47,Form_30.9%,0.31
2025-12-05 11:01:48,Form_27.6%,0.28
2025-12-05 11:01:49,Form_27.2%,0.27
2025-12-05 11:01:50,Form_50.0%,0.5
2025-12-05 11:01:51,Form_36.0%,0.36
2025-12-05 11:01:53,Form_37.2%,0.37
2025-12-05 11:01:54,Form_28.5%,0.28
2025-12-05 11:01:55,Form_33.5%,0.34
2025-12-05 11:01:56,Form_39.2%,0.39
2025-12-05 11:01:57,Form_22.7%,0.23
2025-12-05 11:01:58,Form_26.0%,0.26
2025-12-05 11:01:59,Form_23.3%,0.23
2025-12-05 11:02:00,Form_17.8%,0.18
2025-12-05 11:02:01,Form_16.3%,0.16
2025-12-05 11:02:02,Form_21.8%,0.22
2025-12-05 11:02:03,Form_28.5%,0.28
2025-12-05 11:02:04,Form_17.1%,0.17
2025-12-05 11:02:05,Form_29.4%,0.29
2025-12-05 11:02:06,Form_38.3%,0.38
2025-12-05 11:02:07,Form_33.6%,0.34
